"transaction_id","transactiondate","transaction_datetime","amount_gbp","fee_charged_gbp","transaction_status","is_flagged_fraud","device_type","fx_rate_used","failed_reason","transaction_type_id","type_name","channel","is_domestic","typical_fee_gbp","merchant_category_id","category_name","sector","risk_flag","customer_id","customer_name","age_band","region","customer_segment","kyc_verified","account_open_date","weekday","weekno","accage","amtbucket","accage_bucket","fx_rate_check","fee_charge_check"
83,"2026-02-05","2/5/2026 6:27","189.99","2.50","Pending",False,"Android","1.1900",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",11,"Clothing & Fashion","Retail","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Thursday ","Week 1","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
84,"2026-04-26","4/26/2026 10:16","87.58","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",12,"Electronics","Retail","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Sunday   ","Week 4","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
85,"2026-05-08","5/8/2026 0:13","25.19","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",13,"Salary / Income","Financial","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Friday   ","Week 2","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
86,"2026-01-07","1/7/2026 12:51","490.91","1.09","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",14,"Loan & Credit","Financial","Medium",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Wednesday","Week 1","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
87,"2026-02-03","2/3/2026 7:46","16.81","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Tuesday  ","Week 1","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
88,"2026-03-06","3/6/2026 18:33","69.09","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",16,"Subscription Services","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Friday   ","Week 1","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
89,"2026-04-23","4/23/2026 6:32","424.24","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",17,"Charity & Donations","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Thursday ","Week 4","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
90,"2026-01-12","1/12/2026 15:48","65.91","1.32","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",18,"Education","Services","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Monday   ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
91,"2026-02-25","2/25/2026 6:09","51.18","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",1,"Groceries","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Wednesday","Week 4","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
92,"2026-02-08","2/8/2026 23:10","2818.17","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",2,"Dining & Restaurants","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Sunday   ","Week 2","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
93,"2026-04-08","4/8/2026 8:37","116.36","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Wednesday","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
94,"2026-03-02","3/2/2026 23:06","850.00","2.50","Declined",False,NULL,"1.2700","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",4,"Entertainment","Leisure","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Monday   ","Week 1","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
95,"2026-04-01","4/1/2026 8:41","35.03","0.00","Pending",False,"Android",NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",5,"Utilities","Services","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Wednesday","Week 1","3.93","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
96,"2026-02-01","2/1/2026 7:10","10.60","0.00","Reversed",False,"Web",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",6,"Online Retail","Retail","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Sunday   ","Week 1","4.64","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
97,"2026-01-31","1/31/2026 10:45","54.55","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",7,"ATM Withdrawal","ATM Network",True,"0.00",7,"Health & Pharmacy","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Saturday ","Week 5","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
98,"2026-02-10","2/10/2026 10:44","1401.52","0.00","Declined",False,NULL,NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",8,"Gambling","Leisure","High",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Tuesday  ","Week 2","6.27","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
99,"2026-03-05","3/5/2026 20:33","344.30","1.15","Pending",True,"Android",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Thursday ","Week 1","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
100,"2026-01-21","1/21/2026 11:00","12727.27","1.27","Reversed",True,"Web",NULL,"Fraud Suspected",10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Wednesday","Week 3","6.75","10000 - 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
101,"2026-03-19","3/19/2026 19:42","28.56","0.00","Completed",False,"iOS",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",11,"Clothing & Fashion","Retail","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Thursday ","Week 3","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
102,"2026-05-08","5/8/2026 8:12","2909.09","0.00","Declined",False,NULL,NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Friday   ","Week 2","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
103,"2026-01-15","1/15/2026 20:59","178.48","2.35","Pending",False,"Android","1.1100",NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Thursday ","Week 3","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
104,"2026-03-12","3/12/2026 9:02","82.42","0.00","Reversed",False,"Web",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",14,"Loan & Credit","Financial","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
105,"2026-03-01","3/1/2026 20:57","23.75","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",15,"Loan Repayment","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Sunday   ","Week 1","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
106,"2026-01-17","1/17/2026 11:57","463.64","1.03","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",16,"Subscription Services","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Saturday ","Week 3","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
107,"2026-01-01","1/1/2026 13:36","15.90","0.00","Pending",False,"Android",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",17,"Charity & Donations","Services","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Thursday ","Week 1","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
108,"2026-05-05","5/5/2026 20:51","65.45","0.00","Reversed",False,"Web",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",18,"Education","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Tuesday  ","Week 1","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
109,"2026-03-17","3/17/2026 21:09","560.61","0.00","Completed",False,"iOS",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",1,"Groceries","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Tuesday  ","Week 3","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
110,"2026-05-15","5/15/2026 21:21","86.36","1.73","Declined",True,NULL,NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",2,"Dining & Restaurants","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 3","7.52","Below 5000","Long-Term Customer (7+ Years)","FX Rate Not Applied","Below Typical"
111,"2026-01-18","1/18/2026 9:53","47.77","0.00","Pending",False,"Android",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",3,"Travel & Transport","Services","Medium",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Sunday   ","Week 3","4.78","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
112,"2026-01-26","1/26/2026 19:41","2636.35","0.00","Reversed",False,"Web",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",4,"Entertainment","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Monday   ","Week 4","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
113,"2026-03-22","3/22/2026 7:48","109.09","0.00","Completed",False,"iOS",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",5,"Utilities","Services","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 4","2.31","Below 5000","New Customer (<3 Years)","FX Rate Not Applied","Below Typical"
114,"2026-04-28","4/28/2026 8:52","798.48","2.35","Declined",False,NULL,"1.1900","Card Limit Exceeded",9,"Direct Debit","Automated",True,"0.00",6,"Online Retail","Retail","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Tuesday  ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
115,"2026-05-28","5/28/2026 5:07","32.97","0.00","Pending",False,"Android",NULL,NULL,10,"Standing Order","Automated",True,"0.00",7,"Health & Pharmacy","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Thursday ","Week 4","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
116,"2026-01-21","1/21/2026 2:31","9.99","0.00","Reversed",False,"Web",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Wednesday","Week 3","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
117,"2026-05-02","5/2/2026 12:35","51.52","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",12,"Card Refund","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Saturday ","Week 1","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
118,"2026-02-25","2/25/2026 7:54","1325.76","0.00","Declined",False,NULL,NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",10,"Fuel","Retail","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Wednesday","Week 4","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
119,"2026-03-28","3/28/2026 10:49","326.18","1.09","Pending",True,"Android",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",11,"Clothing & Fashion","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Saturday ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
120,"2026-01-25","1/25/2026 10:03","16818.18","1.68","Reversed",True,"Web",NULL,"Fraud Suspected",15,"Loan Repayment","Automated",True,"0.00",12,"Electronics","Retail","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Sunday   ","Week 4","6.75","Above 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
121,"2026-01-26","1/26/2026 19:56","37.42","0.00","Completed",False,"iOS",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",13,"Salary / Income","Financial","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Monday   ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
122,"2026-05-29","5/29/2026 23:31","2715.15","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Friday   ","Week 5","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
123,"2026-05-12","5/12/2026 5:04","166.96","2.20","Pending",False,"Android","1.0400",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Tuesday  ","Week 2","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
124,"2026-05-09","5/9/2026 15:22","77.27","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",16,"Subscription Services","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Saturday ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
125,"2026-02-14","2/14/2026 14:22","22.31","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",17,"Charity & Donations","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Saturday ","Week 2","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
126,"2026-04-29","4/29/2026 10:13","436.36","0.97","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",18,"Education","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Wednesday","Week 5","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
128,"2026-01-12","1/12/2026 12:41","61.82","0.00","Reversed",False,"Web",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",2,"Dining & Restaurants","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Monday   ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
129,"2026-05-18","5/18/2026 20:20","530.30","0.00","Completed",False,"iOS",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Monday   ","Week 3","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
127,"2026-04-20","4/20/2026 13:55","14.99","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Monday   ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
130,"2026-03-24","3/24/2026 12:35","81.82","1.64","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",4,"Entertainment","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Tuesday  ","Week 4","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
131,"2026-02-22","2/22/2026 14:39","63.12","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",5,"Utilities","Services","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Sunday   ","Week 4","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
132,"2026-04-29","4/29/2026 17:40","3454.53","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Wednesday","Week 5","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
133,"2026-02-13","2/13/2026 8:56","101.82","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",7,"Health & Pharmacy","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Friday   ","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
